id,created_at,updated_at,state,description,consultant_id,nonprofit_id,scheduled_for,time_slots,organization_id,conference_line_id,project_category_id,partner_organization_id,archived
1038,00:47.4,00:41.9,completed,"Currently we have a paper-based system for our case work with the clients we serve (a good deal of personal data, but no transactional data as our service is free of charge.)We want to better understand what other non-profits who collect client data use for data management and what the best practices are for ensuring client confidentiality",173350,173268,4/16/19 14:00,"{""2019-04-12 18:00:00"",""2019-04-16 14:00:00"",""2019-04-17 17:00:00"",""2019-04-17 19:00:00""}",7900,3,18,,f
1146,32:30.4,00:46.7,completed,"We would like to update thesecondopinion's website and I would like to discuss the time commitment and the resources that would be needed to accomplish this project.  Thank you, Cheri",155139,175231,6/12/19 16:00,"{""2019-06-11 16:00:00"",""2019-06-12 16:00:00"",""2019-06-13 16:00:00""}",8134,4,19,,f
1175,16:21.3,17:02.3,pending,"Website development
Branding
Logo",,175693,,"{""2019-06-14 19:00:00"",""2019-06-17 22:00:00"",""2019-06-18 22:00:00"",""2019-06-19 22:00:00""}",8192,,11,,f
1095,01:05.9,00:38.2,completed,"Where the foundation is , where we are going and how to best work with taproot to be our best.
I know we need help with marketing, management direction, fundraising.",171310,174208,5/11/19 0:00,"{""2019-05-09 00:00:00"",""2019-05-09 16:00:00"",""2019-05-10 00:00:00"",""2019-05-10 16:00:00"",""2019-05-11 00:00:00"",""2019-05-13 17:00:00"",""2019-05-14 00:00:00"",""2019-05-14 16:00:00"",""2019-05-15 00:00:00""}",8010,1,3,,f
1181,50:05.0,50:05.0,draft,Donor Management System,,175842,,"{""2019-06-24 18:00:00"",""2019-06-25 18:00:00"",""2019-06-26 18:00:00""}",8212,,17,,f
1090,39:36.2,06:58.8,cancelled,"During our transition from Raiser's Edge to Salesforce last year there was a failure to a) migrate action and notes records to the new platform, and b) improper field configuration. As a result, there is incomplete and unusable action data in our system.",128863,170758,5/17/19 0:00,"{""2019-05-08 00:00:00"",""2019-05-15 00:00:00"",""2019-05-17 00:00:00"",""2019-05-22 00:00:00""}",6255,1,18,,f
1184,01:10.6,12:45.0,pending,Well i have number fishing boats clear way of doing things for this avenues like brewiery to raise money way of selling hat shirts to raise money grants but organizing on paper to a hive these tasks goal,,175929,,"{""2019-06-20 17:00:00"",""2019-06-20 18:00:00"",""2019-06-20 19:00:00"",""2019-06-21 17:00:00"",""2019-06-24 16:00:00"",""2019-06-24 18:00:00"",""2019-06-25 16:00:00""}",7752,,2,,f
1109,26:11.9,05:09.1,completed,Our organization needs advice from Taproot about creating a business plan for fiscal  year 6/2019-6/2020 as advice about our bookkeeping practices.,148134,174425,5/20/19 15:00,"{""2019-05-20 15:00:00"",""2019-05-20 16:00:00"",""2019-05-21 16:00:00"",""2019-05-21 17:00:00"",""2019-05-22 15:00:00"",""2019-05-22 16:00:00""}",4985,3,1,,f
1066,39:19.3,06:54.9,expired,"IDIEM (Institute for Dev of Int'l Emergency Medicine) is a collective of md's at Stanford Medical Center that specialize in emergency medical procedurals.      IDIEM has 501c 3 status (idiemglobal.org) and an existing business model.  It needs
1) help to establish a corporate structure for operating, marketing  2) a CPA for audit controls and 3) a legal counsel",,160074,,"{""2019-04-25 21:00:00"",""2019-04-26 18:00:00"",""2019-04-26 19:00:00"",""2019-04-29 18:00:00""}",6473,,1,,f
1063,21:52.3,19:00.1,pbc_rescheduled,We are in need of help with branding our National Conference.,173030,173701,,"{""2019-04-30 18:00:00"",""2019-05-01 16:00:00"",""2019-05-01 17:00:00"",""2019-05-02 13:00:00"",""2019-05-02 14:00:00"",""2019-05-06 14:00:00"",""2019-05-06 15:00:00"",""2019-05-06 16:00:00""}",7006,7,11,,f
891,49:18.7,08:14.2,completed,"We are seeking volunteers to lead teams of other volunteers, as well as board members.  We are looking for a Volunteer Coordinator, Food Distribution Coordinator, Hospitality Coordinator, Customer Service Coordinator, Maintenance and Parking Manager, Marketing Manager, and Board Members.  Where do we start?  We have the job descriptions, Volunteer Handbook, and Volunteer Orientation ready.",73703,169665,4/30/19 2:00,"{""2019-04-29 22:00:00""}",7364,4,9,,f
1042,45:57.6,30:10.2,missed,"As a new 501(c)(3) organization, I want to lay out a plan for the organization's success. Another concern that I would like to talk about it the fact that we are already doing work as volunteers, but the organization needs to start paying staff for their time and I'm not 100% how to get corporate funding.",126322,173357,5/2/19 16:00,"{""2019-04-30 14:00:00"",""2019-04-30 17:00:00"",""2019-04-30 19:00:00"",""2019-05-01 15:00:00"",""2019-05-01 18:00:00"",""2019-05-02 14:00:00"",""2019-05-02 16:00:00""}",7907,2,2,,f
1483,43:53.9,43:53.9,draft,"Project Manager For Fundraising

We are in need of a Project Manager for Fundraising as a virtual volunteer position that reports directly to the Founder. The P.M. of Fundraising will be responsible for managing, coordinating and improving on all aspects of fundraising.",,178031,,"{""2019-09-09 22:00:00"",""2019-09-10 22:00:00"",""2019-09-11 18:00:00"",""2019-09-11 21:00:00"",""2019-09-11 22:00:00"",""2019-09-12 18:00:00"",""2019-09-13 19:00:00""}",8551,,4,,f
1093,31:22.3,00:47.4,completed,We are in need of help with branding our National Conference.,170760,173701,5/10/19 17:00,"{""2019-05-07 19:00:00"",""2019-05-08 14:00:00"",""2019-05-08 15:00:00"",""2019-05-09 15:00:00"",""2019-05-10 16:00:00"",""2019-05-10 17:00:00"",""2019-05-13 15:00:00"",""2019-05-13 16:00:00"",""2019-05-13 17:00:00"",""2019-05-13 18:00:00""}",7006,7,11,,f
1041,09:58.4,00:28.2,completed,"iThrive Games is a private operating foundation. We need to establish a fundraising strategy. I envision a corporate and foundation relations program, and would like to bring on a consultant with expertise to work with me (Executive Director) to establish this. I'm looking for guidance on the scope of this position and how to find candidates with this expertise.",967,173312,4/26/19 14:00,"{""2019-04-26 13:00:00"",""2019-04-26 14:00:00"",""2019-04-26 15:00:00"",""2019-04-26 16:00:00"",""2019-04-26 17:00:00"",""2019-04-29 14:00:00"",""2019-04-29 17:00:00"",""2019-04-29 18:00:00"",""2019-05-03 15:00:00"",""2019-05-03 16:00:00""}",7904,1,8,,f
977,50:36.6,57:05.0,pending,"We're a young nonprofit waiting on tax-exempt status. Before we begin fundraising, we would like to get feedback on our 2019 budget. We want to make sure that our budget is clear, comprehensive and realistic before presenting our business plan to major donors.",,171252,,"{""2019-03-27 19:00:00"",""2019-03-27 22:00:00"",""2019-03-28 19:00:00"",""2019-03-28 20:00:00"",""2019-03-28 21:00:00"",""2019-03-28 22:00:00"",""2019-03-28 23:00:00"",""2019-03-29 00:00:00"",""2019-03-29 19:00:00"",""2019-03-29 20:00:00"",""2019-03-29 21:00:00"",""2019-03-29 22:00:00"",""2019-03-29 23:00:00"",""2019-03-30 00:00:00"",""2019-04-01 16:00:00"",""2019-04-01 17:00:00"",""2019-04-01 18:00:00"",""2019-04-01 19:00:00"",""2019-04-01 20:00:00"",""2019-04-01 21:00:00"",""2019-04-01 22:00:00"",""2019-04-01 23:00:00"",""2019-04-02 19:00:00"",""2019-04-02 20:00:00"",""2019-04-02 21:00:00"",""2019-04-02 22:00:00"",""2019-04-02 23:00:00"",""2019-04-08 16:00:00"",""2019-04-08 17:00:00"",""2019-04-08 18:00:00"",""2019-04-08 19:00:00"",""2019-04-08 20:00:00"",""2019-04-08 21:00:00"",""2019-04-08 22:00:00"",""2019-04-08 23:00:00"",""2019-04-09 00:00:00"",""2019-04-09 18:00:00"",""2019-04-09 19:00:00"",""2019-04-09 20:00:00"",""2019-04-09 21:00:00"",""2019-04-09 22:00:00"",""2019-04-09 23:00:00"",""2019-04-10 00:00:00"",""2019-04-10 22:00:00"",""2019-04-10 23:00:00"",""2019-04-11 00:00:00"",""2019-04-11 16:00:00"",""2019-04-11 17:00:00"",""2019-04-11 18:00:00"",""2019-04-11 19:00:00"",""2019-04-11 20:00:00"",""2019-04-11 21:00:00"",""2019-04-11 22:00:00"",""2019-04-11 23:00:00"",""2019-04-12 00:00:00"",""2019-04-12 16:00:00"",""2019-04-12 17:00:00"",""2019-04-12 18:00:00"",""2019-04-12 19:00:00"",""2019-04-12 20:00:00"",""2019-04-12 21:00:00"",""2019-04-12 22:00:00"",""2019-04-12 23:00:00"",""2019-04-13 00:00:00""}",7601,,2,,f
978,09:58.5,11:12.7,pending,We're interested in having a broad conversation about marketing strategies and getting feedback on our website.,,171252,,"{""2019-03-28 20:00:00"",""2019-03-28 21:00:00"",""2019-03-28 22:00:00"",""2019-03-28 23:00:00"",""2019-03-29 00:00:00"",""2019-03-29 20:00:00"",""2019-03-29 21:00:00"",""2019-03-29 22:00:00"",""2019-03-29 23:00:00"",""2019-03-30 00:00:00"",""2019-04-01 16:00:00"",""2019-04-01 17:00:00"",""2019-04-01 18:00:00"",""2019-04-01 19:00:00"",""2019-04-01 20:00:00"",""2019-04-01 21:00:00"",""2019-04-01 22:00:00"",""2019-04-01 23:00:00"",""2019-04-08 16:00:00"",""2019-04-08 17:00:00"",""2019-04-08 18:00:00"",""2019-04-08 19:00:00"",""2019-04-08 20:00:00"",""2019-04-08 21:00:00"",""2019-04-08 22:00:00"",""2019-04-08 23:00:00"",""2019-04-09 00:00:00"",""2019-04-09 18:00:00"",""2019-04-09 19:00:00"",""2019-04-09 20:00:00"",""2019-04-09 21:00:00"",""2019-04-09 22:00:00"",""2019-04-09 23:00:00"",""2019-04-10 00:00:00"",""2019-04-15 16:00:00"",""2019-04-15 17:00:00"",""2019-04-15 18:00:00"",""2019-04-15 19:00:00"",""2019-04-15 20:00:00"",""2019-04-15 21:00:00"",""2019-04-15 22:00:00"",""2019-04-15 23:00:00"",""2019-04-16 00:00:00""}",7601,,10,,f
962,59:10.7,00:43.2,completed,"Need a plan for how to best set up our accounting and payroll for our 6-person nonprofit that also has a lot of 1099 contractors. We currently use an external bookkeeper for both accounting and payroll who uses Quickbooks, but not online so we don't have easy access to our data. This system worked when we had less volume, but we now need something that will be more efficient and transparent.",148134,172311,3/27/19 18:00,"{""2019-03-22 16:00:00"",""2019-03-22 17:00:00"",""2019-03-26 17:00:00"",""2019-03-26 18:00:00"",""2019-03-26 22:00:00"",""2019-03-27 17:00:00"",""2019-03-27 18:00:00"",""2019-03-28 17:00:00""}",7753,7,1,,f
937,00:10.3,58:56.9,completed,We are seeking guidance on how to send mass emails to our distribution lists.  We tried gmail but are now blocked.  Our organization has MailChimp but we’re not sure how to use it.,167996,171941,3/27/19 20:00,"{""2019-03-25 17:00:00"",""2019-03-25 18:00:00"",""2019-03-25 19:00:00"",""2019-03-27 15:00:00"",""2019-03-27 19:00:00"",""2019-03-27 20:00:00"",""2019-03-28 15:00:00"",""2019-03-28 16:00:00"",""2019-03-28 18:00:00"",""2019-03-28 19:00:00""}",7689,6,12,,f
971,45:02.3,00:00.6,completed,We would like to speak with someone skilled in Google Ads and Google Ad Grants for Nonprofits to help us navigate the Ad Grants application process.  We are encountering some challenges due to unclear application instructions.,170760,170664,3/28/19 18:00,"{""2019-03-27 18:00:00"",""2019-03-28 18:00:00"",""2019-03-29 15:00:00"",""2019-04-01 15:00:00"",""2019-04-02 15:00:00""}",7529,6,10,,f
972,39:04.0,00:44.2,completed,"I recently began a non-profit and am writing grants. I have been to grant writing trainings and feel confident in most aspects of a proposal. The courses I took had very little information on how to prepare the financial statements needed for grant requests. I have tried to research it, but the amount of information out there is overwhelming.",172598,172571,3/29/19 15:00,"{""2019-03-27 15:00:00"",""2019-03-28 15:00:00"",""2019-03-29 15:00:00"",""2019-04-01 15:00:00"",""2019-04-03 15:00:00"",""2019-04-04 15:00:00"",""2019-04-05 15:00:00"",""2019-04-08 15:00:00"",""2019-04-09 15:00:00""}",7779,4,1,,f
975,24:13.7,21:12.3,completed,We want to clean up our current website.  This could involve a total wipe-out or just re-organization.  I am hoping you would be able to give me your professional opinion and we can go from there.,172179,172540,3/29/19 19:00,"{""2019-03-28 21:00:00"",""2019-03-29 19:00:00"",""2019-04-03 19:00:00""}",7785,7,19,,f
970,02:47.6,05:23.4,completed,Hi: Our organization would like to develop an SEO strategy that would include increasing positive search results related to our work. We have little experience in how manage and execute this kind of project and are looking for someone with expertise and experience in SEO and digital marketing to develop a long-term strategic plan.,170760,170207,4/1/19 15:00,"{""2019-03-29 16:00:00"",""2019-04-01 15:00:00"",""2019-04-03 15:00:00""}",7447,1,10,,f
942,08:00.1,00:42.7,completed,"We would like to get advice on how to best utilize our Salesforce database which we've been underutilizing for the past few years. Advice on coding donors, event attendees, and creating useful reports.
www.natureinthecity.org

Thank you.

Bette Mc Donnell
bette@natureinthecity.org    c: 650-291-4768",159574,172065,4/1/19 17:00,"{""2019-04-01 17:00:00"",""2019-04-01 18:00:00"",""2019-04-01 21:00:00"",""2019-04-01 22:00:00"",""2019-04-02 17:00:00"",""2019-04-02 18:00:00"",""2019-04-02 20:00:00"",""2019-04-02 22:00:00"",""2019-04-03 17:00:00"",""2019-04-04 17:00:00""}",7708,5,17,,f
957,19:10.5,00:42.6,completed,"We need help with redesigning our website, or building a new one from the ground up. Any advice or free or low-cost help would be greatly appreciated",152610,172098,4/1/19 19:00,"{""2019-03-19 19:00:00"",""2019-03-19 20:00:00"",""2019-03-25 18:00:00"",""2019-03-25 19:00:00"",""2019-04-01 14:00:00"",""2019-04-01 15:00:00"",""2019-04-01 18:00:00"",""2019-04-01 19:00:00""}",4839,1,19,,f
963,37:45.2,00:17.6,completed,"Young 1ove is celebrating is 5th Year Anniversary this year. We would like ideas on the kind of merchandise to produce, the best way to market and create a build up of some sort towards releasing such merchandise in spirit of our anniversary.",172541,5835,4/2/19 7:00,"{""2019-03-22 07:00:00"",""2019-03-29 07:00:00"",""2019-04-01 07:00:00"",""2019-04-02 07:00:00""}",796,1,11,,f
968,40:33.5,35:28.3,completed,"Brand development, social media, and PR 
Looking to develop and elevate our brand across social media platforms and enhance overall donor engagement.",170760,172466,4/2/19 18:00,"{""2019-03-26 17:00:00"",""2019-03-26 18:00:00"",""2019-03-26 19:00:00"",""2019-03-29 18:00:00"",""2019-03-29 19:00:00"",""2019-04-02 18:00:00"",""2019-04-02 19:00:00"",""2019-04-02 20:00:00""}",7776,2,10,,f
1018,15:14.9,44:36.0,completed,This is a request to schedule a follow-up 1-hour consultation session with Indranil Ghosh to continue discussing our organization's need for improved SEO and digital marketing strategies.,170760,170207,4/3/19 17:00,"{""2019-04-03 17:00:00"",""2019-04-05 14:00:00"",""2019-04-08 15:00:00""}",7447,6,10,,f
1019,14:58.7,00:04.9,completed,I would like to schedule a follow-up conversation with Indranil Ghosh to continue a conversation about improving our organizations SEO and digital marketing strategies.,170760,170207,4/8/19 15:00,"{""2019-04-05 14:00:00"",""2019-04-08 15:00:00"",""2019-04-09 14:00:00""}",7447,1,10,,f
1237,22:00.7,22:00.7,draft,"Founded in 2005, we are a national education and advocacy nonprofit with fundraising challenges. We are not a direct services organization focused on a specific community, so it's difficult to fit grant focus areas/provide metrics (harder to measure impact vs. people served). We seek fundraising counsel, but realize we may need to start with positioning/business model. ",,176907,,"{""2019-07-11 13:00:00"",""2019-07-11 14:00:00"",""2019-07-11 19:00:00"",""2019-07-11 20:00:00"",""2019-07-11 21:00:00""}",8346,,5,,f
1021,57:54.2,21:50.2,cancelled,"I'm looking for some advice and best practices around creating a comprehensive technology and maintenance plan with an outside IT provider. 
- IT provider search – any resources?
- I'd like learn about different approaches to service: managed IT vs. project focused",145373,172648,4/8/19 19:00,"{""2019-04-08 19:00:00"",""2019-04-08 22:00:00"",""2019-04-09 22:00:00"",""2019-04-11 19:00:00""}",1021,1,17,,f
1020,19:02.0,00:37.7,completed,"Goal: Greater clarity, insights and possible path

Appropriate strategies for obtaining seed funding in the amount of approx. $200,000. (and/or)

Appropriate strategies for obtaining Program Related investment (PRI) of approximately $1m+",145373,172873,4/9/19 19:00,"{""2019-04-04 15:00:00"",""2019-04-05 16:00:00"",""2019-04-09 17:00:00"",""2019-04-09 19:00:00"",""2019-04-11 15:00:00"",""2019-04-11 16:00:00""}",7846,4,2,,f
1025,28:08.3,00:59.5,completed,Our 50th-anniversary celebration will be held in September 2019 in conjunction with our annual meeting. I need assistance with designing and writing an annual report to be distributed at the meeting/gala.,174030,167294,5/14/19 19:00,"{""2019-05-14 14:00:00"",""2019-05-14 19:00:00"",""2019-05-15 14:00:00"",""2019-05-15 19:00:00"",""2019-05-16 14:00:00"",""2019-05-16 19:00:00""}",6321,1,15,,f
1114,48:08.1,26:22.4,expired,"I want to speak with a CPA or tax attorney familiar with real estate donations: 
Explain the tax treatment and benefits of a real estate donation. 
Review key variables that gives a deduction estimate. 
Compare selling vs. donating the same property
Thanks!",,164733,,"{""2019-05-24 16:00:00"",""2019-05-24 17:00:00"",""2019-05-27 16:00:00"",""2019-05-27 17:00:00"",""2019-05-28 16:00:00"",""2019-05-28 17:00:00"",""2019-05-29 16:00:00"",""2019-05-29 17:00:00""}",6797,,1,,f
1039,11:11.2,11:11.2,draft,I need to talk to someone about program development. My nonprofit helps other nonprofits. But is seems like they are stagnant. Do I need to develop their board members? Do I need to get them more money? Or are they depending on me too much for advice and motivation?,,157131,,"{""2019-04-11 19:00:00""}",6078,,5,,f
1013,39:57.5,58:08.4,expired,"The Altus Foundation needs accounting and bookkeeping services on a monthly basis.  
We are currently in the transition stage from Quickbooks to Quickbooks online. 
We receive few donations during the year because the bulk of our donations are collected during our December Gala.",,172753,,"{""2019-04-08 19:00:00"",""2019-04-08 20:00:00"",""2019-04-08 21:00:00"",""2019-04-09 16:00:00"",""2019-04-09 17:00:00"",""2019-04-09 18:00:00"",""2019-04-09 19:00:00"",""2019-04-09 20:00:00"",""2019-04-09 21:00:00"",""2019-04-11 18:00:00""}",7835,,1,,f
1031,19:47.8,00:11.8,completed,"How to spread awareness about our cause and market strategies. 
Marketing on social media.
How to market in the corporate world",170610,170043,4/11/19 22:00,"{""2019-04-08 21:00:00"",""2019-04-09 00:00:00"",""2019-04-09 21:00:00"",""2019-04-10 20:00:00"",""2019-04-11 20:00:00"",""2019-04-11 22:00:00""}",7429,1,10,,f
980,13:01.4,57:39.5,npo_rescheduled,"CV is putting a new board in place.   Unfortunately, March 2018, 3 board members resigned without electing new board members.  2 (paid) staff members (who were also board members) continued programming already set in motion.  We are seeking legal advise to account for / rectify this period of noncompliance when we lacked the required 5 board members.",172797,151177,,"{""2019-04-01 16:00:00"",""2019-04-04 21:00:00"",""2019-04-05 21:00:00"",""2019-04-05 22:00:00""}",7795,3,8,,f
1015,13:26.4,13:26.4,applied,"Building a high performing team. Type of expertise, skills and temperament needed. How to spot bad actors and manage accordingly. How to deal with performance issue head on and manage potential fall out from those areas.",,172748,,"{""2019-03-29 18:00:00"",""2019-04-01 20:00:00"",""2019-04-03 15:00:00"",""2019-04-03 18:00:00"",""2019-04-04 20:00:00""}",7724,,9,,f
1046,45:10.9,00:58.5,completed,I have recently taken on development for our organization.  I'd appreciate an opportunity to help draft a strategy for growing Making Awesome.  I would appreciate the call being to my cell number (850-510-9574),4263,173419,4/17/19 17:00,"{""2019-04-17 15:00:00"",""2019-04-17 16:00:00"",""2019-04-17 17:00:00"",""2019-04-18 15:00:00"",""2019-04-18 16:00:00"",""2019-04-18 17:00:00"",""2019-04-19 17:00:00"",""2019-04-19 18:00:00"",""2019-04-19 19:00:00""}",7914,3,2,,f
1022,47:21.1,00:58.0,completed,"Wait Up! is a start-up nonprofit that needs assessment next steps for acquiring resources to solicit grant funding (seed money), and board development/ selection and soliciting support for program partners with similar vision.",967,172961,4/18/19 15:00,"{""2019-04-05 14:00:00"",""2019-04-08 14:00:00"",""2019-04-16 15:00:00"",""2019-04-18 15:00:00""}",7858,3,2,,f
903,55:41.7,00:43.0,completed,"CPI needs advice in organizational development and HR Management. We’d like to explore a reorganization of our US office -- administrative, HR & Benefits for staff, financial & fundraising – including, virtual office models and/or partnerships with MSOs, etc. Also, our employee handbook and forms need to be reviewed, updated to ensure compliance with CA and federal labor laws.",151005,171169,4/1/19 16:00,"{""2019-04-01 15:00:00"",""2019-04-01 16:00:00"",""2019-04-01 17:00:00"",""2019-04-02 20:00:00"",""2019-04-04 14:00:00""}",7593,9,2,,f
946,19:38.8,00:43.0,completed,"Volunteers have been an integral part of my org but we don't have a database to manage them. I'm hoping to find a database that can do the following: send mass texts/emails, create volunteer application forms that accept attachments (for resume and cover letter), allow volunteers to sign up for shifts, keep records, and maybe generate reports.",171636,172113,4/1/19 16:00,"{""2019-03-28 16:00:00"",""2019-04-01 16:00:00"",""2019-04-01 17:00:00"",""2019-04-02 16:00:00"",""2019-04-03 16:00:00"",""2019-04-04 16:00:00"",""2019-04-04 17:00:00""}",7713,3,18,,f
1017,34:10.2,15:40.7,cancelled,"Goal: Greater clarity, insights and possible path

Appropriate strategies for obtaining seed funding in the amount of approx. $200,000. (and/or)

Appropriate strategies for obtaining Program Related investment (PRI) of approximately $1m+",,172873,,"{""2019-04-05 15:00:00"",""2019-04-05 16:00:00"",""2019-04-09 17:00:00"",""2019-04-09 19:00:00"",""2019-04-09 20:00:00"",""2019-04-11 16:00:00""}",7846,,2,,f
1016,33:16.6,00:14.2,completed,"We are a volunteer-run organization providing educational resources to students in Tanzania. Typically we prepare our own US tax returns; we are a 501(c)(3) and file Form 990-EZ. This year we have 3 specific questions related to how we report certain expenses. We are looking for an accountant / lawyer that can help us. 
Thank you in advance!",148134,157167,4/3/19 5:00,"{""2019-04-03 05:00:00"",""2019-04-04 05:00:00"",""2019-04-05 05:00:00"",""2019-04-05 06:00:00"",""2019-04-08 06:00:00"",""2019-04-09 06:00:00"",""2019-04-11 06:00:00"",""2019-04-12 06:00:00"",""2019-04-15 06:00:00"",""2019-04-16 06:00:00""}",6082,1,1,,f
1024,51:41.3,51:41.3,draft,"I am at a point with the organization where I would like to develop some collateral. I need guidance on how to leverage beyond Vistaprint, the type of materials I should leverage and the best way to execute.",,172974,,"{""2019-04-04 13:00:00"",""2019-04-04 18:00:00"",""2019-04-04 20:00:00""}",7861,,14,,f
1014,14:21.2,00:13.9,completed,Exploring an MVP SalesForce App that would support the workflow for corporations looking to give their business products away for free to non-profits. We already have B2B APIs to facilitate the workflow of validating a non profit is valid in 236 countries and territories. I’d like to build a proof of concept.,127728,172790,4/3/19 18:00,"{""2019-04-01 18:00:00"",""2019-04-02 13:00:00"",""2019-04-03 18:00:00""}",2753,3,18,,f
973,19:10.7,40:28.1,npo_rescheduled,Hello - I would like to learn more about the process to engage a volunteer web designer to update our website. It's very clunky and needs to be simplified and restructured in a very easy-to- manage framework.,172179,172581,,"{""2019-04-17 18:00:00"",""2019-04-18 18:00:00"",""2019-04-19 18:00:00""}",7781,4,19,,f
1070,01:02.3,53:13.6,expired,We're looking to update our website to a 2.0 version. We currently use Squarespace. I would love to work with someone for feedback and ideas (for an hour) on how to improve our website.,,159608,,"{""2019-04-29 17:00:00"",""2019-04-29 18:00:00"",""2019-05-03 17:00:00"",""2019-05-03 18:00:00"",""2019-05-06 16:00:00"",""2019-05-07 16:00:00""}",6390,,19,,f
1533,39:00.0,09:10.3,expired,We plan to build an advisory board which will then transition to a governing board in the next few years. I have never served on a board of this capacity so I need help in visualizing how to strategize our time together. Our priority will be becoming an independent 501c3 and that requires planning what the next few years will look like. I'm not even sure where to begin the planning process.,,179765,,"{""2019-09-23 16:00:00"",""2019-09-23 19:00:00"",""2019-09-24 16:00:00"",""2019-09-24 17:00:00"",""2019-09-24 18:00:00"",""2019-09-25 20:00:00"",""2019-09-25 21:00:00""}",8768,,8,,f
1190,33:38.2,33:38.2,draft,N/A,,176104,,"{""2019-06-25 20:00:00""}",8230,,1,,f
1026,32:16.5,00:53.3,completed,"Our org is receiving a large donation of office cubicle work stations. We plan to ship this to our project country (Ghana) and sell what we won't use, to support the program. We need help to figure out the best configurations to offer for sale.We need someone either seasoned in this field or, someone who is good with math and space to help us work out a plan",173039,153590,4/5/19 19:00,"{""2019-04-04 20:00:00"",""2019-04-04 21:00:00"",""2019-04-05 14:00:00"",""2019-04-05 16:00:00"",""2019-04-05 19:00:00"",""2019-04-08 14:00:00"",""2019-04-08 20:00:00"",""2019-04-09 14:00:00"",""2019-04-09 20:00:00""}",5485,7,4,,f
1094,26:38.3,00:02.8,completed,"We are designing classes on video for low income populations in India. I would like to speak with an experienced school teacher about designing the lesson plans for these classes. How do teachers take a textbook, and create a 1 hour class session out of it?",174130,170973,5/13/19 20:00,"{""2019-05-09 17:00:00"",""2019-05-09 18:00:00"",""2019-05-09 19:00:00"",""2019-05-10 19:00:00"",""2019-05-10 20:00:00"",""2019-05-10 21:00:00"",""2019-05-13 18:00:00"",""2019-05-13 19:00:00"",""2019-05-13 20:00:00""}",7574,4,12,,f
1096,49:46.9,26:44.8,expired,"I am requesting a CPA or attorney familiar with the transaction process, rules, and tax flow for real estate donations.  Discussion topics:
Explain the tax treatment and benefits of a real estate donation. 
Review key variables that gives a deduction estimate. 
Compare selling vs. donating the same property",,164733,,"{""2019-05-09 20:00:00"",""2019-05-09 21:00:00"",""2019-05-09 22:00:00"",""2019-05-15 16:00:00"",""2019-05-15 17:00:00"",""2019-05-15 18:00:00"",""2019-05-16 16:00:00"",""2019-05-16 17:00:00""}",6797,,1,,f
1032,27:39.9,00:36.9,pbc_rescheduled,"I'm looking for some advice and best practices around creating a comprehensive technology and maintenance plan with an outside IT provider. 
- IT provider search – any resources? 
- I'd like learn about different approaches to service: managed IT vs. project focused",173347,172648,,"{""2019-04-15 11:30:00"",""2019-04-16 10:30:00"",""2019-04-16 11:30:00"",""2019-04-17 10:30:00"",""2019-04-17 11:30:00""}",1021,1,17,,f
1030,36:44.3,00:00.4,completed,Since 2015 we have donated over 300 computers to individuals and organizations in underserved communities. It wasn't until 2019 that we decided to create an official nonprofit. Now we are trying to find the best way to help brand our nonprofit and make ourselves more appealing to grant writers.,86187,171910,4/16/19 19:00,"{""2019-04-08 16:00:00"",""2019-04-09 18:00:00"",""2019-04-15 19:00:00"",""2019-04-16 19:00:00"",""2019-04-17 19:00:00""}",7685,4,2,,f
1028,50:44.2,01:58.5,expired,"We would like to start a podcast to help fulfill our vision of making fun science accessible to everyone. We would like to discuss necessary financial outlay for equipment, equipment recommendations and requirements, episode planning, and promotion.",,173078,,"{""2019-04-15 15:00:00"",""2019-04-15 16:00:00"",""2019-04-15 17:00:00"",""2019-04-16 15:00:00"",""2019-04-16 16:00:00"",""2019-04-16 17:00:00"",""2019-04-17 15:00:00"",""2019-04-17 16:00:00"",""2019-04-17 17:00:00""}",7875,2,13,,f
1048,11:07.1,00:28.2,completed,"Hi! I'm looking for support with understanding Trello, Google Hangouts, Gsuite, and discussing overall technology health. We are looking for something like google hangouts so we can group chat but unfortunately, we are unable to record the meetings for people who miss. Is there another similar free technology? Also looking for other tech recs.",171310,130641,4/19/19 23:00,"{""2019-04-17 19:00:00"",""2019-04-17 20:00:00"",""2019-04-18 20:00:00"",""2019-04-18 21:00:00"",""2019-04-18 22:00:00"",""2019-04-18 23:00:00"",""2019-04-19 00:00:00"",""2019-04-19 21:00:00"",""2019-04-19 22:00:00"",""2019-04-19 23:00:00""}",2886,1,17,,f
1040,15:39.3,35:18.2,cancelled,"Start-up organizations that offers workforce job training in hospitality for re-entry population.
Looking for consult to discuss needs assessment.  
Topics include: 
 - Board Members vs. Advisory Board (underway)
- Social Media Strategy
- Grants for Seed Money",,172961,,"{""2019-04-12 19:00:00"",""2019-04-16 20:00:00"",""2019-04-18 15:00:00"",""2019-04-19 15:00:00"",""2019-04-19 19:00:00""}",7858,,2,,f
